block,sender,receiver,token,re_amount
4522659,0x9B6210883254fD83B577b7Fe613407117313b6a7,0x9B6210883254fD83B577b7Fe613407117313b6a7,GENE,100000000000000000000000
ETP_TOTAL,0
GENE_TOTAL,99999.99999999999
USDT_TOTAL,0
DNA_TOTAL,0
