block,sender,receiver,token,send_amount,re_amount
12433130,0x659188c08fD00ACb58Ace88C6a280e78f5e095a0,0x659188c08fD00ACb58Ace88C6a280e78f5e095a0,GENE,242859490000000000000000,242559490000000000000000
ETP_TOTAL,0
GENE_TOTAL,242559.49
USDT_TOTAL,0
DNA_TOTAL,0
